Name,Price,Overall Rating,Total no of rating,Total no of reviews,5 star rating,4 star rating,3 star rating,2 star rating,1 star rating,Camera Rating,Battery Rating,Display Rating,Design Rating,Variant,Display,Camera,Offers
"realme 11 Pro+ 5G (Astral Black, 256 GB)","₹27,999",4.3,"(16,651)","1,833 Reviews","10,587","3,470",974,393,"1,227",4.0,4.2,4.5,4.5,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP (OIS) + 8MP + 2MP | 32MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹1000 Off On Selected Bank Credit and Debit Card Transaction,₹1000 Off On Selected Bank Credit and Debit Card Transaction,Get extra ₹2000 off (price inclusive of cashback/coupon)"
"realme 11 Pro+ 5G (Sunrise Beige, 256 GB)","₹29,999",4.3,"(4,323)",515 Reviews,"2,818",782,256,104,363,4.0,4.1,4.5,4.5,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP (OIS) + 8MP + 2MP | 32MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹3000 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"realme 11 Pro+ 5G (Oasis Green, 256 GB)","₹27,999",4.3,"(16,651)","1,833 Reviews","10,587","3,470",974,393,"1,227",4.0,4.2,4.5,4.5,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP (OIS) + 8MP + 2MP | 32MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹1000 Off On Selected Bank Credit and Debit Card Transaction,₹1000 Off On Selected Bank Credit and Debit Card Transaction,Get extra ₹2000 off (price inclusive of cashback/coupon)"
"realme 11 Pro+ 5G (Astral Black, 256 GB)","₹29,999",4.3,"(4,323)",515 Reviews,"2,818",782,256,104,363,4.0,4.1,4.5,4.5,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP (OIS) + 8MP + 2MP | 32MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹3000 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"realme 11 Pro 5G (Astral Black, 128 GB)","₹23,999",4.3,"(17,546)","1,651 Reviews","11,069","3,832","1,169",360,"1,116",3.9,4.0,4.5,4.5,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP (OIS) + 2MP | 16MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹1000 Off On Selected Bank Credit and Debit Card Transactions.,₹1000 Off On Selected Bank Credit and Debit Card Transaction,Get extra ₹2000 off (price inclusive of cashback/coupon)"
"realme 11 Pro+ 5G (Sunrise Beige, 256 GB)","₹27,999",4.3,"(16,651)","1,833 Reviews","10,587","3,470",974,393,"1,227",4.0,4.2,4.5,4.5,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP (OIS) + 8MP + 2MP | 32MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹1000 Off On Selected Bank Credit and Debit Card Transaction,₹1000 Off On Selected Bank Credit and Debit Card Transaction,Get extra ₹2000 off (price inclusive of cashback/coupon)"
"realme Narzo N55 (Prime Blue, 128 GB)","₹13,760",4.3,"(1,209)",57 Reviews,726,263,110,28,82,3.9,4.0,4.2,4.1,6 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,64MP Rear Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹1239 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"realme 11 Pro+ 5G (Oasis Green, 256 GB)","₹29,999",4.3,"(4,323)",515 Reviews,"2,818",782,256,104,363,4.0,4.1,4.5,4.5,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP (OIS) + 8MP + 2MP | 32MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹3000 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"realme 10 Pro 5G (Dark Matter, 128 GB)","₹18,999",4.3,"(32,993)","2,392 Reviews","20,583","7,637","2,100",774,"1,899",4.0,4.1,4.2,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹500 Off On Selected Bank Credit and Debit Card Transactions.,₹500 Off On Selected Bank Credit and Debit Card Transactions.,Get extra ₹2000 off (price inclusive of cashback/coupon)"
"POCO C50 (Country Green, 32 GB)","₹6,199",4,"(16,517)","1,048 Reviews","9,026","3,370","1,644",714,"1,763",3.2,3.8,3.6,3.7,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹3800 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"POCO M4 Pro (Cool Blue, 128 GB)","₹13,999",4.2,"(23,904)","1,859 Reviews","14,531","5,066","1,641",717,"1,949",3.8,3.9,4.2,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹250 Off On ICICI Bank Credit Card Non EMI Transactions,Get extra ₹8000 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"POCO M4 5G (Power Black, 128 GB)","₹14,999",4.2,"(45,358)","3,238 Reviews","25,836","10,414","3,868","1,484","3,756",3.5,3.9,3.8,3.8,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,"Additional  ₹1000 off on Credit and Debit card Transaction,5% Cashback on Flipkart Axis Bank Card,₹250 Off On ICICI Bank Credit Card Non EMI Transactions,Get extra ₹4000 off (price inclusive of cashback/coupon)"
"realme 10 Pro 5G (Dark Matter, 128 GB)","₹19,999",4.3,"(25,886)","1,893 Reviews","16,312","5,692","1,603",609,"1,670",4.1,4.1,4.2,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹500 Off On Selected Bank Credit and Debit Card Transactions.,₹500 Off On Selected Bank Credit and Debit Card Transactions.,Get extra ₹3000 off (price inclusive of cashback/coupon)"
"realme C55 (Rainy Night, 64 GB)","₹11,999",4.3,"(12,620)",811 Reviews,"7,954","2,645",891,356,774,3.9,4.2,4.1,4.3,6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"realme C55 (Sunshower, 64 GB)","₹11,999",4.3,"(12,620)",811 Reviews,"7,954","2,645",891,356,774,3.9,4.2,4.1,4.3,6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"realme C55 (Sunshower, 64 GB)","₹10,999",4.4,"(64,682)","3,688 Reviews","43,034","12,036","4,370","1,713","3,529",3.8,4.1,4.1,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"realme C55 (Sunshower, 128 GB)","₹13,999",4.4,"(20,447)","1,142 Reviews","13,701","3,632","1,277",529,"1,308",3.9,4.1,4.1,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹1000 Off On Selected Bank Credit and Debit Card Transactions.,₹1000 Off On Selected Bank Credit and Debit Card Transaction,Get extra ₹2000 off (price inclusive of cashback/coupon)"
"realme Narzo N53 (Feather Black, 128 GB)","₹12,150",4.2,(819),48 Reviews,511,149,68,25,66,3.8,4.2,4.1,4.2,6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,"5% Cashback on Flipkart Axis Bank Card,Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"realme C55 (Rainy Night, 64 GB)","₹10,999",4.4,"(64,682)","3,688 Reviews","43,034","12,036","4,370","1,713","3,529",3.8,4.1,4.1,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"realme C55 (Rainforest, 64 GB)","₹11,999",4.3,"(12,620)",811 Reviews,"7,954","2,645",891,356,774,3.9,4.2,4.1,4.3,6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"realme C55 (Rainforest, 64 GB)","₹10,999",4.4,"(64,682)","3,688 Reviews","43,034","12,036","4,370","1,713","3,529",3.8,4.1,4.1,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"realme C55 (Rainy Night, 128 GB)","₹13,999",4.4,"(20,447)","1,142 Reviews","13,701","3,632","1,277",529,"1,308",3.9,4.1,4.1,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹1000 Off On Selected Bank Credit and Debit Card Transactions.,₹1000 Off On Selected Bank Credit and Debit Card Transaction,Get extra ₹2000 off (price inclusive of cashback/coupon)"
"realme C30 (Denim Black, 32 GB)","₹5,999",4.2,"(1,07,135)","5,686 Reviews","67,826","18,562","8,276","3,765","8,706",3.4,3.9,3.8,3.9,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2500 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"realme C30 (Denim Black, 32 GB)","₹6,499",4.1,"(61,849)","3,745 Reviews","35,547","11,471","5,600","2,656","6,575",3.3,3.8,3.7,3.8,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2800 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"realme C30 (Lake Blue, 32 GB)","₹6,499",4.1,"(61,849)","3,745 Reviews","35,547","11,471","5,600","2,656","6,575",3.3,3.8,3.7,3.8,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2800 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"realme C55 (Rainforest, 128 GB)","₹13,999",4.4,"(20,447)","1,142 Reviews","13,701","3,632","1,277",529,"1,308",3.9,4.1,4.1,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹1000 Off On Selected Bank Credit and Debit Card Transactions.,₹1000 Off On Selected Bank Credit and Debit Card Transaction,Get extra ₹2000 off (price inclusive of cashback/coupon)"
"realme C30 (Bamboo Green, 32 GB)","₹6,499",4.1,"(61,849)","3,745 Reviews","35,547","11,471","5,600","2,656","6,575",3.3,3.8,3.7,3.8,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2800 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"realme C53 (Champion Black, 64 GB)","₹10,999",4.6,"(5,840)",229 Reviews,"4,644",658,207,101,230,4.0,4.2,4.0,4.4,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.12 cm (6.74 inch) HD Display,108MP + 2MP | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"realme C30 (Lake Blue, 32 GB)","₹5,999",4.2,"(1,07,135)","5,686 Reviews","67,826","18,562","8,276","3,765","8,706",3.4,3.9,3.8,3.9,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2500 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"POCO M5 (Yellow, 128 GB)","₹10,499",4.2,"(6,131)",404 Reviews,"3,506","1,366",536,185,538,3.5,4.0,3.9,4.0,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹500 Off On SBI Credit and Debit Card Non EMI Transactions,Spotify Premium - 3M at ₹119"
"POCO C50 (Royal Blue, 32 GB)","₹6,199",4,"(16,517)","1,048 Reviews","9,026","3,370","1,644",714,"1,763",3.2,3.8,3.6,3.7,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*,Purchase now & get 1 surprise cashback coupon in Future"
"POCO M5 (Power Black, 64 GB)","₹8,499",4.1,"(15,124)","1,257 Reviews","8,298","3,603","1,399",513,"1,311",3.5,3.9,3.9,4.0,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹500 Off On SBI Credit and Debit Card Non EMI Transactions,Get extra ₹7500 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"POCO C55 (Forest Green, 64 GB)","₹7,499",4.2,"(41,613)","2,401 Reviews","24,035","9,194","3,760","1,399","3,225",3.4,3.9,3.8,3.9,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹4500 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"POCO M5 (Power Black, 128 GB)","₹10,499",4.2,"(6,131)",404 Reviews,"3,506","1,366",536,185,538,3.5,4.0,3.9,4.0,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹500 Off On SBI Credit and Debit Card Non EMI Transactions,Spotify Premium - 3M at ₹119"
"POCO X5 5G (Jaguar Black, 128 GB)","₹14,999",4.2,"(15,015)","1,133 Reviews","8,424","3,583","1,228",470,"1,310",3.3,4.0,4.2,3.9,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹6000 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"POCO M5 (Yellow, 64 GB)","₹8,499",4.1,"(15,124)","1,257 Reviews","8,298","3,603","1,399",513,"1,311",3.5,3.9,3.9,4.0,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹500 Off On SBI Credit and Debit Card Non EMI Transactions,Get extra ₹7500 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"POCO C55 (Forest Green, 128 GB)","₹8,499",4.1,"(30,174)","1,688 Reviews","17,682","6,054","2,526","1,098","2,814",3.3,3.8,3.7,3.8,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹5500 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"POCO C55 (Cool Blue, 128 GB)","₹8,499",4.1,"(30,174)","1,688 Reviews","17,682","6,054","2,526","1,098","2,814",3.3,3.8,3.7,3.8,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹5500 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"POCO C55 (Power Black, 128 GB)","₹8,499",4.1,"(30,174)","1,688 Reviews","17,682","6,054","2,526","1,098","2,814",3.3,3.8,3.7,3.8,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹5500 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"POCO M5 (Icy Blue, 64 GB)","₹8,499",4.1,"(15,124)","1,257 Reviews","8,298","3,603","1,399",513,"1,311",3.5,3.9,3.9,4.0,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹500 Off On SBI Credit and Debit Card Non EMI Transactions,Get extra ₹7500 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"POCO C50 (Country Green, 32 GB)","₹5,499",4.2,"(47,537)","2,211 Reviews","29,764","8,256","3,936","1,776","3,805",3.3,3.9,3.7,3.8,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*,Purchase now & get 1 surprise cashback coupon in Future"
"POCO C55 (Cool Blue, 64 GB)","₹7,499",4.2,"(41,613)","2,401 Reviews","24,035","9,194","3,760","1,399","3,225",3.4,3.9,3.8,3.9,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹4500 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"POCO C50 (Royal Blue, 32 GB)","₹5,499",4.2,"(47,537)","2,211 Reviews","29,764","8,256","3,936","1,776","3,805",3.3,3.9,3.7,3.8,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹3500 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"POCO C51 (Royal Blue, 64 GB)","₹6,499",4.2,"(37,049)","1,815 Reviews","22,421","6,841","3,124","1,350","3,313",3.3,3.9,3.7,3.7,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Rear Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹3500 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"vivo Y56 5G (Black Engine, 128 GB)","₹19,999",4.2,"(1,588)",96 Reviews,981,309,110,50,138,3.9,4.1,4.2,4.1,8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹250 Off On ICICI Bank Debit Card Transactions,Get extra ₹5000 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"vivo V25 5G (Surfing Blue, 128 GB)","₹25,499",4.3,"(7,950)",743 Reviews,"5,090","1,643",467,204,546,4.2,4.1,4.3,4.4,8 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,64MP + 8MP + 2MP | 50MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2465 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"vivo Y56 5G (Orange Shimmer, 128 GB)","₹19,999",4.2,"(1,588)",96 Reviews,981,309,110,50,138,3.9,4.1,4.2,4.1,8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹250 Off On ICICI Bank Debit Card Transactions,Get extra ₹5000 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"vivo Y16 (Steller Black, 128 GB)","₹12,999",4.3,"(3,619)",205 Reviews,"2,400",575,254,131,259,3.9,4.2,4.1,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹4000 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"vivo Y16 (Steller Black, 64 GB)","₹11,999",4.3,"(3,619)",205 Reviews,"2,400",575,254,131,259,3.9,4.2,4.1,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹4000 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"vivo Y56 5G (Black Engine, 128 GB)","₹17,999",4.2,(125),4 Reviews,79,23,9,3,11,3.5,3.8,3.8,3.8,4 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹250 Off On ICICI Bank Debit Card Transactions,Get extra ₹5000 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"vivo Y56 5G (Orange Shimmer, 128 GB)","₹17,999",4.2,(125),4 Reviews,79,23,9,3,11,3.5,3.8,3.8,3.8,4 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹250 Off On ICICI Bank Debit Card Transactions,Get extra ₹5000 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"vivo Y22 (Starlit Blue, 128 GB)","₹15,499",4.3,"(1,505)",88 Reviews,934,310,118,39,104,4.0,4.3,4.3,4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.64 cm (6.55 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹4491 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"vivo T1 Pro 5G (Turbo Cyan, 128 GB)","₹23,999",4.4,"(9,321)",881 Reviews,"5,714","2,394",545,198,470,4.1,4.2,4.3,4.1,6 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹3000 Off On ICICI Bank Credit Card EMI Transactions,₹3000 Off On ICICI Bank Credit Card Non EMI Transactions,Get extra ₹4991 off (price inclusive of cashback/coupon)"
"vivo T1 Pro 5G (Turbo Cyan, 128 GB)","₹24,999",4.4,"(20,262)","1,957 Reviews","12,881","4,588","1,239",444,"1,110",4.1,4.2,4.3,4.1,8 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹3000 Off On ICICI Bank Credit Card EMI Transactions,₹3000 Off On ICICI Bank Credit Card Non EMI Transactions,Get extra ₹5991 off (price inclusive of cashback/coupon)"
"vivo T1 Pro 5G (Turbo Black, 128 GB)","₹24,999",4.4,"(20,262)","1,957 Reviews","12,881","4,588","1,239",444,"1,110",4.1,4.2,4.3,4.1,8 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹3000 Off On ICICI Bank Credit Card EMI Transactions,₹3000 Off On ICICI Bank Credit Card Non EMI Transactions,Get extra ₹5991 off (price inclusive of cashback/coupon)"
"vivo T1 44W (Midnight Galaxy, 128 GB)","₹14,499",4.5,"(1,10,937)","7,255 Reviews","77,103","20,287","6,311","2,430","4,806",4.1,4.3,4.3,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹5491 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"vivo T1 44W (Starry Sky, 128 GB)","₹15,999",4.4,"(63,509)","4,370 Reviews","42,612","12,460","3,891","1,420","3,126",4.0,4.3,4.2,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹4991 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"vivo V25 Pro 5G (Sailing Blue, 128 GB)","₹28,980",4.3,"(6,936)",896 Reviews,"4,532","1,376",374,179,475,4.3,4.2,4.5,4.5,8 GB RAM | 128 GB ROM,16.66 cm (6.56 inch) Full HD+ Display,64MP + 8MP + 2MP | 32MP Front Camera,"Flat ₹100 Instant Cashback on Paytm Wallet. Min Order Value ₹1000. Valid once per Paytm account,5% Cashback on Flipkart Axis Bank Card,Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
